,addr1,addr2,addr3,city,country,cuisine,is_closed,lat,locality,lon,name,price,rating,reviews,state,uid,zipcode
471,44 Broadway,,,Somerville,US,mexican,FALSE,42.38636903,"Boston, MA",-71.07958898,Taco Loco Mexican Grill,$,4.5,390,MA,taco-loco-mexican-grill-somerville-2,2145
472,82 Bennington St,,,Boston,US,mexican,FALSE,42.37607338,"Boston, MA",-71.03603192,Los Pinos Mexican Restaurant & Grill,$,4.5,6,MA,los-pinos-mexican-restaurant-and-grill-boston,2128
473,1080 Boylston St,,,Boston,US,mexican,FALSE,42.34692,"Boston, MA",-71.08807,Boloco Berklee,$,3.5,106,MA,boloco-berklee-boston,2115
474,11 Springfield St,,Inman Square,Cambridge,US,mexican,FALSE,42.37406,"Boston, MA",-71.10015,Ol‚cito,$,4,355,MA,ol‚cito-cambridge-4,2139
475,166 Brighton Ave,,,Allston,US,mexican,FALSE,42.3529551,"Boston, MA",-71.1329134,Habanero Mexican Grill,$,4,150,MA,habanero-mexican-grill-allston,2134
476,99 Broadway,,,Somerville,US,mexican,FALSE,42.387728,"Boston, MA",-71.08277,Rinc¢n Mexicano,$,4.5,98,MA,rinc¢n-mexicano-somerville,2145
477,382 Highland Ave,,,Somerville,US,mexican,FALSE,42.39516065,"Boston, MA",-71.11932188,Tenoch Mexican,$,4.5,161,MA,tenoch-mexican-somerville,2144
478,475 W Broadway,,,Boston,US,mexican,FALSE,42.3355224,"Boston, MA",-71.0460006,Lee Chen's Mexican Grill & Chinese Food,$,3,88,MA,lee-chens-mexican-grill-and-chinese-food-boston,2127
479,1294 Beacon St,,,Brookline,US,mexican,FALSE,42.3426042,"Boston, MA",-71.1205609,Los Amigos Taqueria,$,4,99,MA,los-amigos-taqueria-brookline,2446
480,24 Riverside Ave,,,Medford,US,mexican,FALSE,42.41816983,"Boston, MA",-71.10896051,Tenoch Mexican,$,4.5,571,MA,tenoch-mexican-medford,2155
481,1 Harborside Dr,,Terminal C,Boston,US,mexican,FALSE,42.366614,"Boston, MA",-71.016186,Currito - Burritos Without Borders,$,3.5,87,MA,currito-burritos-without-borders-boston,2228
482,401 Harvard St,,,Brookline,US,mexican,FALSE,42.34529,"Boston, MA",-71.12661,Dorado Tacos & Cemitas,$,4,658,MA,dorado-tacos-and-cemitas-brookline,2446
483,82 Broadway,Ste A,,Somerville,US,mexican,FALSE,42.3869635,"Boston, MA",-71.0820658,Tapatio Mexican Grill,$,4.5,43,MA,tapatio-mexican-grill-somerville,2145
484,21 Brattle St,,,Cambridge,US,mexican,FALSE,42.37333015,"Boston, MA",-71.12047188,Felipe's Taqueria,$,3.5,400,MA,felipes-taqueria-cambridge-3,2138
485,12 Medford St,,,Arlington,US,mexican,FALSE,42.41499447,"Boston, MA",-71.15100569,La Victoria Taqueria,$,4.5,191,MA,la-victoria-taqueria-arlington,2474
486,8 Park Plz,,,Boston,US,mexican,FALSE,42.351992,"Boston, MA",-71.0671651,Herrera's Burritos,$,3,36,MA,herreras-burritos-boston,2116
487,711 Broadway,,,Somerville,US,mexican,FALSE,42.4001472,"Boston, MA",-71.11240023,Taco Party,$,4.5,134,MA,taco-party-somerville-4,2144
488,446 Harvard St,,,Brookline,US,mexican,FALSE,42.3462417,"Boston, MA",-71.12811272,Anna's Taqueria - Harvard St,$,4,475,MA,annas-taqueria-harvard-st-brookline,2446
489,245 Massachusetts Ave,,,Cambridge,US,mexican,FALSE,42.361699,"Boston, MA",-71.097339,Beantown Taqueria,$,3,205,MA,beantown-taqueria-cambridge-2,2139
490,860 Dorchester Ave,Ste A,,Dorchester,US,mexican,FALSE,42.3213328,"Boston, MA",-71.0566089,Taqueria Casa Real,$,3,115,MA,taqueria-casa-real-dorchester,2125
491,1412 Beacon St,,,Brookline,US,mexican,FALSE,42.3413455,"Boston, MA",-71.1254999,Anna's Taqueria,$,4,549,MA,annas-taqueria-brookline-20,2446
492,2197 Commonwealth Ave,,,Brighton,US,mexican,FALSE,42.340269,"Boston, MA",-71.166394,El Pelon Taqueria,$,4,365,MA,el-pelon-taqueria-brighton,2135
493,51 Boston Wharf Rd,,,Boston,US,mexican,FALSE,42.35059465,"Boston, MA",-71.04647735,Chipotle Mexican Grill,$,2.5,7,MA,chipotle-mexican-grill-boston-8,2110
494,366 Washington St,,,Brighton,US,mexican,FALSE,42.3490051,"Boston, MA",-71.1537447,Los Amigos Taqueria,$,4,33,MA,los-amigos-taqueria-brighton,2135
495,83 Mt Auburn St,,,Cambridge,US,mexican,FALSE,42.3724666,"Boston, MA",-71.1195074,El Jefe's Taqueria,$,3.5,90,MA,el-jefes-taqueria-cambridge,2138
496,2135 Faneuil Hall Market Pl,,,Boston,US,mexican,FALSE,42.359959,"Boston, MA",-71.055794,El Paso Enchiladas,$,1.5,19,MA,el-paso-enchiladas-boston,2109
497,1743 Centre St,,,West Roxbury,US,mexican,FALSE,42.2873305,"Boston, MA",-71.15028597,Los Amigos Taqueria,$,4,147,MA,los-amigos-taqueria-west-roxbury,2132
498,271 Dartmouth St,,,Boston,US,mexican,FALSE,42.35058604,"Boston, MA",-71.07750847,Lolita Cocina & Tequila Bar,$$,4,1415,MA,lolita-cocina-and-tequila-bar-boston-2,2116
499,412 W Broadway,,,Boston,US,mexican,FALSE,42.33696708,"Boston, MA",-71.04773774,Loco Taqueria and Oyster Bar,$$,4,365,MA,loco-taqueria-and-oyster-bar-boston,2127
500,30 Gloucester St,,,Boston,US,mexican,FALSE,42.34944534,"Boston, MA",-71.08452606,Casa Romero,$$,3.5,431,MA,casa-romero-boston,2115
501,333 Border St,,,Boston,US,mexican,FALSE,42.3790925,"Boston, MA",-71.0398847,Mi Pueblito Restaurant,$$,4.5,133,MA,mi-pueblito-restaurant-boston,2128
502,472 Shawmut Ave,,,Boston,US,mexican,FALSE,42.33861206,"Boston, MA",-71.07595382,El Centro,$$,3.5,266,MA,el-centro-boston,2118
503,121 Water St,,,Boston,US,mexican,FALSE,42.35812,"Boston, MA",-71.05453,Villa Mexico Cafe,$$,4,73,MA,villa-mexico-cafe-boston,2109
504,283 Summer St,,,Boston,US,mexican,FALSE,42.34977,"Boston, MA",-71.05004,Papagayo,$$,3.5,548,MA,papagayo-boston-3,2210
505,222 Berkeley St,,,Boston,US,mexican,FALSE,42.350461,"Boston, MA",-71.07292,Tico Boston,$$,3.5,473,MA,tico-boston-boston,2116
506,131 Lexington St,,,Boston,US,mexican,FALSE,42.37853,"Boston, MA",-71.035,Angela's Cafe - Eagle Hill,$$,4,341,MA,angelas-cafe-eagle-hill-boston,2128
507,155 Seaport Blvd,,,Boston,US,mexican,FALSE,42.35011862,"Boston, MA",-71.04257395,Rosa Mexicano,$$,3,449,MA,rosa-mexicano-boston-2,2210
508,192 Sumner St,,,Boston,US,mexican,FALSE,42.36924408,"Boston, MA",-71.04018205,La Cancun,$$,4,67,MA,la-cancun-boston,2128
509,914 Beacon St,Ste A,,Boston,US,mexican,FALSE,42.34669876,"Boston, MA",-71.1062851,Sol Azteca,$$,3.5,316,MA,sol-azteca-boston,2215
510,15 W St,,,Boston,US,mexican,FALSE,42.35459292,"Boston, MA",-71.06215496,Papagayo Downtown,$$,3,172,MA,papagayo-downtown-boston,2111
511,916 Commonwealth Ave,,,Boston,US,mexican,FALSE,42.35085,"Boston, MA",-71.117,Sunset Cantina,$$,3.5,520,MA,sunset-cantina-boston,2215
512,1 Faneuil Hall Sq,,,Boston,US,mexican,FALSE,42.36027464,"Boston, MA",-71.05543004,Mija Cantina & Tequila Bar,$$,2.5,396,MA,mija-cantina-and-tequila-bar-boston,2109
513,1 S Station,,,Boston,US,mexican,FALSE,42.35217816,"Boston, MA",-71.05501525,Tavitas,$$,3,49,MA,tavitas-boston,2110
514,175 Massachusetts Ave,,,Boston,US,mexican,FALSE,42.3458242,"Boston, MA",-71.0874054,Farandole,$$,3.5,91,MA,farandole-boston,2115
515,1012 Bennington St,,,Boston,US,mexican,FALSE,42.3870999,"Boston, MA",-71.00631,Angela's Cafe - Orient Heights,$$,3.5,33,MA,angelas-cafe-orient-heights-boston-6,2128
516,635 Cambridge St,,,Cambridge,US,mexican,FALSE,42.37212,"Boston, MA",-71.08687,Lone Star Taco Bar,$$,4,192,MA,lone-star-taco-bar-cambridge,2141
517,166 Canal St,,,Boston,US,mexican,FALSE,42.36498,"Boston, MA",-71.06098,The Four's Restaurant & Sports Bar,$$,3.5,264,MA,the-fours-restaurant-and-sports-bar-boston-8,2114
518,1782 Dorchester Ave,,,Dorchester Center,US,mexican,FALSE,42.2894867,"Boston, MA",-71.0632446,El Barrio mexican grill,$$,4,181,MA,el-barrio-mexican-grill-dorchester-center,2124
519,156 Highland Ave,,,Malden,US,mexican,FALSE,42.4193088,"Boston, MA",-71.0799949,El Potro Mexican Grill,$$,4.5,158,MA,el-potro-mexican-grill-malden,2148
520,309 Bennington St,,,Boston,US,mexican,FALSE,42.37886429,"Boston, MA",-71.02778625,Pueblo Viejo 2,$$,5,1,MA,pueblo-viejo-2-boston,2128
521,65 Maverick Sq,,,Boston,US,mexican,FALSE,42.36967468,"Boston, MA",-71.03861237,Taco Mex,$$,3.5,75,MA,taco-mex-boston-3,2128
522,172 Brighton Ave,,,Allston,US,mexican,FALSE,42.3529551,"Boston, MA",-71.1329534,Coreanos Allston,$$,4.5,204,MA,coreanos-allston-allston,2134
523,479 Cambridge St,,,Allston,US,mexican,FALSE,42.353849,"Boston, MA",-71.137078,Lone Star Taco Bar,$$,4,424,MA,lone-star-taco-bar-allston,2134
524,1665 Beacon St,,,Brookline,US,mexican,FALSE,42.33849,"Boston, MA",-71.13739,Burro Bar,$$,4,74,MA,burro-bar-brookline,2445
525,219 Elm St,,,Somerville,US,mexican,FALSE,42.39455201,"Boston, MA",-71.12108365,The Painted Burro,$$,4,662,MA,the-painted-burro-somerville,2144
526,964 Saratoga St,,,Boston,US,mexican,FALSE,42.38716,"Boston, MA",-71.00859,Mi Pueblito Orient Heights,$$,3.5,9,MA,mi-pueblito-orient-heights-boston,2128
527,Washington St,,,Boston,US,mexican,FALSE,42.35699,"Boston, MA",-71.05874,Maza,$$,4,1,MA,maza-boston,2228
528,32 Church St,,,Cambridge,US,mexican,FALSE,42.37427875,"Boston, MA",-71.12029782,Border Caf‚,$$,3.5,1636,MA,border-cafe-cambridge,2138
529,150 Meridian St,,,East Boston,US,mexican,FALSE,42.37399,"Boston, MA",-71.03925,La Hacienda Restaurant and Bar,$$,4,118,MA,la-hacienda-restaurant-and-bar-east-boston,2128
530,247 Washington St,,,Somerville,US,mexican,FALSE,42.3797438,"Boston, MA",-71.09411347,Cantina La Mexicana,$$,3.5,371,MA,cantina-la-mexicana-somerville-2,2143
531,61 Union Sq,,,Somerville,US,mexican,FALSE,42.3799987,"Boston, MA",-71.09519005,El Potro Mexican Grill,$$,3.5,211,MA,el-potro-mexican-grill-somerville,2143
532,150 Broadway,,,Chelsea,US,mexican,FALSE,42.38954163,"Boston, MA",-71.04033661,Curly's restaurant,$$,4.5,34,MA,curlys-restaurant-chelsea,2150
533,70 Woodside Ave,,,Winthrop,US,mexican,FALSE,42.374248,"Boston, MA",-70.986099,La Siesta Restaurante,$$,4,145,MA,la-siesta-restaurante-winthrop,2152
534,236 Washington St,,,Brookline,US,mexican,FALSE,42.33268,"Boston, MA",-71.11891,El Centro,$$,3.5,94,MA,el-centro-brookline,2445
535,11 Springfield St,,,Cambridge,US,mexican,FALSE,42.37406,"Boston, MA",-71.10015,Ol‚,$$,3.5,612,MA,ol‚-cambridge-14,2139
536,858 Broadway,,,Somerville,US,mexican,FALSE,42.4008495,"Boston, MA",-71.117687,Tu Y Yo,$$,4,406,MA,tu-y-yo-somerville,2144
537,297 Massachusetts Ave,,,Cambridge,US,mexican,FALSE,42.36234,"Boston, MA",-71.09811,Naco Taco,$$,3.5,304,MA,naco-taco-cambridge-6,2139
538,254 Brighton Ave,,,Allston,US,mexican,FALSE,42.35323,"Boston, MA",-71.13654,Taqueria El Carrizal,$$,4,86,MA,taqueria-el-carrizal-allston,2134
539,473 Massachusetts Ave,,,Arlington,US,mexican,FALSE,42.415458,"Boston, MA",-71.151845,Acitron Cocina Mexicana,$$,4,231,MA,acitron-cocina-mexicana-arlington-4,2474
540,711 Centre St,,,Jamaica Plain,US,mexican,FALSE,42.31144,"Boston, MA",-71.11467,Casa Verde,$$,3,117,MA,casa-verde-jamaica-plain,2130
541,222 Broadway,,,Chelsea,US,mexican,FALSE,42.39025891,"Boston, MA",-71.03866853,Mi Salvador & Mexicano,$$,4,36,MA,mi-salvador-and-mexicano-chelsea,2150
542,215 Border St,,,Boston,US,mexican,FALSE,42.3756339,"Boston, MA",-71.0395756,El Paisa II Restaurant,$$,3.5,14,MA,el-paisa-ii-restaurant-boston,2128
543,636 Hyde Park Ave,,,Roslindale,US,mexican,FALSE,42.2786755,"Boston, MA",-71.1190053,La Taqueria Taco Bar & Grill,$$,4.5,59,MA,la-taqueria-taco-bar-and-grill-roslindale,2131
544,131 Sherman St,,,Cambridge,US,mexican,FALSE,42.390184,"Boston, MA",-71.132848,Jose's Mexican Restaurant,$$,3.5,480,MA,joses-mexican-restaurant-cambridge,2140
545,464 Centre St,,,Jamaica Plain,US,mexican,FALSE,42.31926427,"Boston, MA",-71.11171246,Acapulco Mexican Restaurant,$$,3,100,MA,acapulco-mexican-restaurant-jamaica-plain,2130
546,164 Broadway,,,Chelsea,US,mexican,FALSE,42.38968,"Boston, MA",-71.03999,Tijuana Mexican Food,$$,4,34,MA,tijuana-mexican-food-chelsea,2150
547,2297 Dorchester Ave,,,Boston,US,mexican,FALSE,42.27235,"Boston, MA",-71.06824,Yellow Door Taqueria,$$,4.5,24,MA,yellow-door-taqueria-boston,2124
548,250 Northern Ave,,,Boston,US,mexican,FALSE,42.34882935,"Boston, MA",-71.03836869,Temazcal Tequila Cantina,$$$,3,650,MA,temazcal-tequila-cantina-boston,2210
549,70 Market St,,,Lynn,US,mexican,FALSE,42.46264259,"Boston, MA",-70.94832536,Trio's,$$$,3,15,MA,trios-lynn,1901
550,2 Wall St,,,Burlington,US,mexican,FALSE,42.4849697,"Boston, MA",-71.1890617,Temazcal - Burlington,$$$,3.5,29,MA,temazcal-burlington-burlington-2,1803
551,3304 Buford Hwy NE,,,Atlanta,US,mexican,FALSE,33.84298043,"Atlanta, GA",-84.32922148,La Pastorcita,$,4,216,GA,la-pastorcita-atlanta,30329
552,1341 Collier Rd NW,,,Atlanta,US,mexican,FALSE,33.811352,"Atlanta, GA",-84.431628,Hankook Taqueria,$,4,759,GA,hankook-taqueria-atlanta,30318
553,5841 Roswell Rd NE,Ste 5,,Atlanta,US,mexican,FALSE,33.91474,"Atlanta, GA",-84.37877,Las Tortas Locas,$,4,89,GA,las-tortas-locas-atlanta,30328
554,1193 Collier Rd,,,Atlanta,US,mexican,FALSE,33.81161,"Atlanta, GA",-84.42455,Verde Taqueria,$,4,160,GA,verde-taqueria-atlanta-2,30318
555,1927 Peachtree St NE,,,Atlanta,US,mexican,FALSE,33.80478764,"Atlanta, GA",-84.39360715,Yumbii,$,4.5,47,GA,yumbii-atlanta-2,30309
556,6342 Roswell Rd NE,,,Atlanta,US,mexican,FALSE,33.92748,"Atlanta, GA",-84.37972,Carnicer¡a Los Pinos,$,4.5,41,GA,carnicer¡a-los-pinos-atlanta,30328
557,571 Memorial Dr SE,,,Atlanta,US,mexican,FALSE,33.7464714,"Atlanta, GA",-84.368782,Mi Barrio,$,3.5,236,GA,mi-barrio-atlanta,30312
558,112 Krog St NE,,,Atlanta,US,mexican,FALSE,33.75703812,"Atlanta, GA",-84.36468506,Bell Street Burritos,$,4,35,GA,bell-street-burritos-atlanta-5,30307
559,3396 Buford Hwy NE,,,Atlanta,US,mexican,FALSE,33.84529,"Atlanta, GA",-84.3268,El Potro Mexican Restaurant,$,4,150,GA,el-potro-mexican-restaurant-atlanta,30329
560,2179 Cheshire Bridge Rd,,,Atlanta,US,mexican,FALSE,33.8143883,"Atlanta, GA",-84.3529816,Mercado Acapulco,$,4.5,12,GA,mercado-acapulco-atlanta,30324
561,1422 W Peachtree St NW,,,Atlanta,US,mexican,FALSE,33.7934301,"Atlanta, GA",-84.3880373,Sausalito West Coast Grill,$,4,59,GA,sausalito-west-coast-grill-atlanta,30309
562,54 Broad St,,,Atlanta,US,mexican,FALSE,33.7557159,"Atlanta, GA",-84.3896504,The Taqueria on Broad,$,3.5,45,GA,the-taqueria-on-broad-atlanta,30303
563,2337 Peachtree Rd NE,,,Atlanta,US,mexican,FALSE,33.81885699,"Atlanta, GA",-84.38738502,Jalisco Mexican Restaurant,$,3.5,165,GA,jalisco-mexican-restaurant-atlanta,30305
564,616 S Central Ave,,,Atlanta,US,mexican,FALSE,33.65818,"Atlanta, GA",-84.40865,Taqueria Don Chon,$,4.5,36,GA,taqueria-don-chon-atlanta,30354
565,1460 Blvd SE,,,Atlanta,US,mexican,FALSE,33.714359,"Atlanta, GA",-84.3683158,El Progreso,$,4.5,35,GA,el-progreso-atlanta-2,30315
566,2102 Hollywood Rd,,,Atlanta,US,mexican,FALSE,33.81354871,"Atlanta, GA",-84.46881418,Acapulco Mexican Taqueria,$,4.5,47,GA,acapulco-mexican-taqueria-atlanta,30318
567,5288 Buford Hwy NE,,,Atlanta,US,mexican,FALSE,33.89704566,"Atlanta, GA",-84.28191863,El Rey Del Taco,$,3.5,443,GA,el-rey-del-taco-atlanta,30340
568,1091 Euclid Ave NE,,,Atlanta,US,mexican,FALSE,33.763386,"Atlanta, GA",-84.351173,Elmyr,$,3.5,328,GA,elmyr-atlanta,30307
569,4300 Buford Hwy NE,Ste 201,,Atlanta,US,mexican,FALSE,33.86755627,"Atlanta, GA",-84.30179413,5 De Mayo Mexican Restaurant and Pupuseria,$,4,22,GA,5-de-mayo-mexican-restaurant-and-pupuseria-atlanta,30345
570,4005 Buford Hwy,Ste H,,Atlanta,US,mexican,FALSE,33.85992368,"Atlanta, GA",-84.30899495,Las Tortas Locas,$,4.5,17,GA,las-tortas-locas-atlanta-2,30345
571,6829 Peachtree Industrial Blvd,,,Atlanta,US,mexican,FALSE,33.9294996,"Atlanta, GA",-84.2671507,Buzy Burrito Taqueria,$,4.5,62,GA,buzy-burrito-taqueria-atlanta,30360
572,5018 Peachtree Industrial Blvd,,,Atlanta,US,mexican,FALSE,33.88658524,"Atlanta, GA",-84.31561279,Taqueria Taquito Express,$,4,23,GA,taqueria-taquito-express-atlanta,30341
573,235 Peachtree St NE,,,Atlanta,US,mexican,FALSE,33.76042938,"Atlanta, GA",-84.38703918,Willy's Mexicana Grill,$,3.5,27,GA,willys-mexicana-grill-atlanta-2,30303
574,4474 Chamblee-Dunwoody Rd,,,Atlanta,US,mexican,FALSE,33.921894,"Atlanta, GA",-84.3146,Takorea,$,4,223,GA,takorea-atlanta-3,30338
575,4500 Roswell Rd,,,Atlanta,US,mexican,FALSE,33.87791,"Atlanta, GA",-84.38013,Taxco Restaurante Mexicano,$,3.5,103,GA,taxco-restaurante-mexicano-atlanta,30342
576,1645 Moreland Ave SW,Ste B,,Atlanta,US,mexican,FALSE,33.7089497,"Atlanta, GA",-84.3497307,La Tapatia,$,4,13,GA,la-tapatia-atlanta-2,30316
577,635 Lindbergh Dr NE,,,Atlanta,US,mexican,FALSE,33.8214395,"Atlanta, GA",-84.3674012,Proposito,$,5,19,GA,proposito-atlanta,30324
578,3145 Main St,,,Atlanta,US,mexican,FALSE,33.66961288,"Atlanta, GA",-84.44415283,Carniceria El Ejido,$,5,4,GA,carniceria-el-ejido-atlanta,30344
579,108 Howell St NE,,,Atlanta,US,mexican,FALSE,33.81748899,"Atlanta, GA",-84.39604388,Tex's Tacos,$,4,67,GA,texs-tacos-atlanta,30312
580,454 Cherokee Ave SE,,,Atlanta,US,mexican,FALSE,33.7420144,"Atlanta, GA",-84.3732508,Dakota Blue,$,3.5,176,GA,dakota-blue-atlanta,30312
581,1958 Piedmont Rd NE,,,Atlanta,US,mexican,FALSE,33.810996,"Atlanta, GA",-84.367084,Mama's Cocina Latina,$,3,87,GA,mamas-cocina-latina-atlanta,30324
582,2042 Johnson Ferry Rd NE,,,Atlanta,US,mexican,FALSE,33.894387,"Atlanta, GA",-84.329694,Los Bravos Mexican Restaurant,$,3,82,GA,los-bravos-mexican-restaurant-atlanta,30319
583,1242 Glenwood Ave,,,Atlanta,US,mexican,FALSE,33.74033493,"Atlanta, GA",-84.34690656,Tomatillos,$,3,183,GA,tomatillos-atlanta,30316
584,1100 Hammond Dr NE,,,Atlanta,US,mexican,FALSE,33.91989981,"Atlanta, GA",-84.35212251,Willy's Mexicana Grill,$,3.5,77,GA,willys-mexicana-grill-atlanta-10,30328
585,100 Piedmont Ave,,,Atlanta,US,mexican,FALSE,33.751233,"Atlanta, GA",-84.3853928,Willy's Mexicana Grill,$,4,10,GA,willys-mexicana-grill-atlanta-15,30303
586,5495 Cascade Rd SW,,,Atlanta,US,mexican,FALSE,33.7319281,"Atlanta, GA",-84.5674107,Susis Taco Grill,$,4,46,GA,susis-taco-grill-atlanta,30331
587,2484 Briarcliff Rd NE,,,Atlanta,US,mexican,FALSE,33.82790876,"Atlanta, GA",-84.33274323,El Torero Mexican Restaurant,$,3,97,GA,el-torero-mexican-restaurant-atlanta-2,30329
588,1816 Peachtree St,,,Atlanta,US,mexican,FALSE,33.804603,"Atlanta, GA",-84.393756,Bell Street Burritos,$,3.5,184,GA,bell-street-burritos-atlanta-4,30309
589,3473 Clairmont Rd,,,Atlanta,US,mexican,FALSE,33.86020986,"Atlanta, GA",-84.31021691,Taqueria Los Rayos,$,3.5,79,GA,taqueria-los-rayos-atlanta-2,30319
590,4377 Roswell Rd NE,,,Atlanta,US,mexican,FALSE,33.8749854,"Atlanta, GA",-84.3805886,Willy's Mexicana Grill,$,4,43,GA,willys-mexicana-grill-atlanta-19,30342
591,2431 Cobb Pkwy,,,Smyrna,US,mexican,FALSE,33.893516,"Atlanta, GA",-84.47734,Tacos La Villa,$,4.5,526,GA,tacos-la-villa-smyrna,30080
592,2460 Cumberland Pkwy SE,,,Atlanta,US,mexican,FALSE,33.86414,"Atlanta, GA",-84.4764,Willy's Mexicana Grill,$,4,57,GA,willys-mexicana-grill-atlanta-5,30339
593,5670 Roswell Rd NE,,,Atlanta,US,mexican,FALSE,33.9092,"Atlanta, GA",-84.37917,El Taco Veloz,$,3.5,101,GA,el-taco-veloz-atlanta-2,30342
594,209 Edgewood Ave SE,,Sweet Auburn Curb Market,Atlanta,US,mexican,FALSE,33.75545873,"Atlanta, GA",-84.38941956,Bell Street Burritos,$,3.5,51,GA,bell-street-burritos-atlanta,30303
595,2517 Spring Rd,Ste 101,,Smyrna,US,mexican,FALSE,33.88367,"Atlanta, GA",-84.4806,Taco Cantina,$,4.5,139,GA,taco-cantina-smyrna,30080
596,1720 Vesta Ave,,,College Park,US,mexican,FALSE,33.66731,"Atlanta, GA",-84.44549,Taqueria Don Sige,$,4.5,82,GA,taqueria-don-sige-college-park,30337
597,618 Ponce De Leon Ave,,,Atlanta,US,mexican,FALSE,33.77306004,"Atlanta, GA",-84.37219249,Chico & Chang,$,3,73,GA,chico-and-chang-atlanta,30308
598,2600 Bolton Rd NW,,,Atlanta,US,mexican,FALSE,33.82055664,"Atlanta, GA",-84.45000458,Carniceria Ramirez,$,4,2,GA,carniceria-ramirez-atlanta,30318
599,6555 Peachtree Industrial Blvd,,,Atlanta,US,mexican,FALSE,33.92540985,"Atlanta, GA",-84.27600034,Taqueria at Supermercado el Sol,$,4,4,GA,taqueria-at-supermercado-el-sol-atlanta,30360
600,673 Ethel St NW,,,Atlanta,US,mexican,FALSE,33.78436661,"Atlanta, GA",-84.4098587,TastyBus,$,2,8,GA,tastybus-atlanta,30318
601,1495 Chattahoochee Ave NW,,,Atlanta,US,mexican,FALSE,33.80943403,"Atlanta, GA",-84.43679718,Nuevo Laredo Cantina,$$,4,759,GA,nuevo-laredo-cantina-atlanta,30318
602,191 Peachtree St NE,,,Atlanta,US,mexican,FALSE,33.75915631,"Atlanta, GA",-84.38744444,Alma Cocina,$$,4,752,GA,alma-cocina-atlanta,30303
603,900 Monroe Dr NE,,,Atlanta,US,mexican,FALSE,33.77924753,"Atlanta, GA",-84.36954754,La Hacienda,$$,4,201,GA,la-hacienda-atlanta,30308
604,3802 Roswell Rd,Ste E,,Atlanta,US,mexican,FALSE,33.85837187,"Atlanta, GA",-84.38141832,Bartaco Chastain Park,$$,4,375,GA,bartaco-chastain-park-atlanta,30342
605,1425 Ellsworth Industrial Blvd,Ste 6,,Atlanta,US,mexican,FALSE,33.79398346,"Atlanta, GA",-84.42593384,Bone Garden Cantina,$$,4,654,GA,bone-garden-cantina-atlanta,30318
606,4279 Roswell Rd,Ste 103,,Atlanta,US,mexican,FALSE,33.8714052,"Atlanta, GA",-84.3800708,Tacos and Tequilas Mexican Grill,$$,4,244,GA,tacos-and-tequilas-mexican-grill-atlanta,30342
607,650 Ponce De Leon Ave NE,,,Atlanta,US,mexican,FALSE,33.7736518,"Atlanta, GA",-84.36690489,Tacos & Tequilas Mexican Grill,$$,4,278,GA,tacos-and-tequilas-mexican-grill-atlanta-3,30308
608,1341 Moreland Ave SE,,,Atlanta,US,mexican,FALSE,33.71799399,"Atlanta, GA",-84.34994102,El Mexicano,$$,4,227,GA,el-mexicano-atlanta,30316
609,1186 N Highland Ave NE,,,Atlanta,US,mexican,FALSE,33.786941,"Atlanta, GA",-84.355468,The Original El Taco,$$,4,336,GA,the-original-el-taco-atlanta,30306
610,1133 Huff Rd NW,Ste C,,Atlanta,US,mexican,FALSE,33.78917015,"Atlanta, GA",-84.42581312,Agavero Cantina West Midtown,$$,4.5,94,GA,agavero-cantina-west-midtown-atlanta-2,30318
611,100 6th St NE,Ste 110,,Atlanta,US,mexican,FALSE,33.7774537,"Atlanta, GA",-84.38343789,Rreal Tacos,$$,4,171,GA,rreal-tacos-atlanta,30308
612,969 Marietta St NW,,,Atlanta,US,mexican,FALSE,33.77873,"Atlanta, GA",-84.40932,bartaco,$$,4,828,GA,bartaco-atlanta-4,30318
613,1083 Euclid Ave NE,,,Atlanta,US,mexican,FALSE,33.76333309,"Atlanta, GA",-84.35159676,El Bandido Mex Mex Grill,$$,4,141,GA,el-bandido-mex-mex-grill-atlanta,30307
614,3375 Buford Hwy NE,Ste 1120,,Atlanta,US,mexican,FALSE,33.8424612,"Atlanta, GA",-84.32687032,Taqueria La Carreta,$$,4,26,GA,taqueria-la-carreta-atlanta,30329
615,860 Peachtree St NE,Ste H,,Atlanta,US,mexican,FALSE,33.77838529,"Atlanta, GA",-84.38510463,Senor Patron,$$,4,266,GA,senor-patron-atlanta-6,30308
616,180 Walker St SW,,,Atlanta,US,mexican,FALSE,33.74969,"Atlanta, GA",-84.40089,Poco Mas!,$$,4.5,32,GA,poco-mas-atlanta-4,30313
617,299 N Highland Ave NW,Unit P,,Atlanta,US,mexican,FALSE,33.761977,"Atlanta, GA",-84.35854,Bartaco Inman Park,$$,4,325,GA,bartaco-inman-park-atlanta,30307
618,3979 Buford Hwy,,St 109,Atlanta,US,mexican,FALSE,33.8585091,"Atlanta, GA",-84.3097076,La Costilla Grill,$$,3.5,104,GA,la-costilla-grill-atlanta,30345
619,2945 North Druid Hills Rd,,,Atlanta,US,mexican,FALSE,33.81477664,"Atlanta, GA",-84.31081907,La Parrilla Mexican Restaurant,$$,3.5,184,GA,la-parrilla-mexican-restaurant-atlanta-2,30329
620,3135 Piedmont Rd,,,Atlanta,US,mexican,FALSE,33.8426509,"Atlanta, GA",-84.370311,Red Pepper Taqueria,$$,3.5,297,GA,red-pepper-taqueria-atlanta-5,30305
