,addr1,addr2,addr3,city,country,cuisine,is_closed,lat,locality,lon,name,price,rating,reviews,state,uid,zipcode
0,83 Baxter St,,,New York,US,mexican,FALSE,40.71669072,"New York City, NY",-73.99994401,Breakroom,$,4.5,1245,NY,breakroom-new-york,10013
1,75 9th Ave,,,New York,US,mexican,FALSE,40.7425547,"New York City, NY",-74.0060838,Los Tacos No.1,$,4.5,1872,NY,los-tacos-no-1-new-york,10011
2,409 W 15th St,,,New York,US,mexican,FALSE,40.74207,"New York City, NY",-74.00565,Los Mariscos,$,4.5,237,NY,los-mariscos-new-york,10011
3,663 Washington Ave,,,Brooklyn,US,mexican,FALSE,40.677257,"New York City, NY",-73.963395,Taqueria De Los Muertos,$,4,323,NY,taqueria-de-los-muertos-brooklyn,11238
4,141 Wilson Ave,,,Brooklyn,US,mexican,FALSE,40.700817,"New York City, NY",-73.925422,El Kucho Mexican Restaurant,$,4,143,NY,el-kucho-mexican-restaurant-brooklyn,11237
5,120 Franklin St,,,Brooklyn,US,mexican,FALSE,40.72886,"New York City, NY",-73.95727,Tacos Lokos 4ever,$,4,19,NY,tacos-lokos-4ever-brooklyn,11222
6,606 8th Ave,,,New York,US,mexican,FALSE,40.75543,"New York City, NY",-73.99071,Blue Maiz,$,4,111,NY,blue-maiz-new-york,10018
7,63 E 4th St,,,New York,US,mexican,FALSE,40.72686,"New York City, NY",-73.99075,Miscelanea NY,$,5,166,NY,miscelanea-ny-new-york,10003
8,129 2nd Ave,,,New York,US,mexican,FALSE,40.72843376,"New York City, NY",-73.98798443,Taqueria Diana,$,4,577,NY,taqueria-diana-new-york,10003
9,82 5th Ave,,,Brooklyn,US,mexican,FALSE,40.68058,"New York City, NY",-73.97788,Nacho Macho Taco,$,4.5,65,NY,nacho-macho-taco-brooklyn,11217
10,568 Myrtle Ave,,,Brooklyn,US,mexican,FALSE,40.6937857,"New York City, NY",-73.9616331,Taqueria Tepango,$,4,185,NY,taqueria-tepango-brooklyn,11205
11,271 Starr St,,,Brooklyn,US,mexican,FALSE,40.7066299,"New York City, NY",-73.92198,Tortilleria Mexicana Los Hermanos,$,4,607,NY,tortilleria-mexicana-los-hermanos-brooklyn-2,11237
12,323 Franklin Ave,,,Bedford-Stuyvesant,US,mexican,FALSE,40.68837,"New York City, NY",-73.95684,Chilo's,$,4,135,NY,chilos-bedford-stuyvesant,11238
13,4503 5th Ave,,,Brooklyn,US,mexican,FALSE,40.64781878,"New York City, NY",-74.00763835,Tacos Matamoros,$,4,500,NY,tacos-matamoros-brooklyn,11220
14,301 Keap St,,,Brooklyn,US,mexican,FALSE,40.70791868,"New York City, NY",-73.95545876,Taco Santana,$,4,128,NY,taco-santana-brooklyn,11211
15,N 7th And Bedford Ave,,,Brooklyn,US,mexican,FALSE,40.71783,"New York City, NY",-73.95773,Taco Morelos,$,4,75,NY,taco-morelos-brooklyn,11211
16,N 3rd St,,,New York,US,mexican,FALSE,40.71540742,"New York City, NY",-73.96032684,Don Panchito,$,4.5,28,NY,don-panchito-new-york-2,11211
17,964 Amsterdam Ave,,,New York,US,mexican,FALSE,40.8014984,"New York City, NY",-73.9653397,Panchos,$,4.5,35,NY,panchos-new-york-2,10025
18,75 Victory Blvd,,,Staten Island,US,mexican,FALSE,40.63842,"New York City, NY",-74.07867,Taqueria El Gallo Azteca,$,4.5,89,NY,taqueria-el-gallo-azteca-staten-island-2,10301
19,7605 Roosevelt Ave,,,Jackson Heights,US,mexican,FALSE,40.74719127,"New York City, NY",-73.88950685,Taqueria Coatzingo,$,4,339,NY,taqueria-coatzingo-jackson-heights,11372
20,605 Prospect Pl,,,Brooklyn,US,mexican,FALSE,40.67521,"New York City, NY",-73.95657,Gueros,$,4,485,NY,gueros-brooklyn,11238
21,260 Court St,,,Brooklyn,US,mexican,FALSE,40.685341,"New York City, NY",-73.994661,Buddy's Burrito & Taco Bar,$,4,133,NY,buddys-burrito-and-taco-bar-brooklyn,11231
22,4708 47th Ave,,,Woodside,US,mexican,FALSE,40.740766,"New York City, NY",-73.917876,Taqueria Santa Fe,$,4,233,NY,taqueria-santa-fe-woodside-2,11377
23,214 Stanhope St,,,Brooklyn,US,mexican,FALSE,40.70042767,"New York City, NY",-73.92063171,Taqueria Santa Fe,$,4.5,41,NY,taqueria-santa-fe-brooklyn,11237
24,28 E 12th St,,,New York,US,mexican,FALSE,40.73396,"New York City, NY",-73.99312,DORADO Tacos & Quesadillas,$,4,501,NY,dorado-tacos-and-quesadillas-new-york,10003
25,2102 E 15th St,,,New York,US,mexican,FALSE,40.59858,"New York City, NY",-73.95653,El Mexicano Restaurant & Coffee,$,4,146,NY,el-mexicano-restaurant-and-coffee-new-york,11229
26,454 Graham Ave,,,Brooklyn,US,mexican,FALSE,40.71867,"New York City, NY",-73.9449099,Florentinas Restaurant,$,4,93,NY,florentinas-restaurant-brooklyn,11211
27,4324 4th Ave,,,Brooklyn,US,mexican,FALSE,40.65006,"New York City, NY",-74.00915,Tacos El Bronco,$,4,438,NY,tacos-el-bronco-brooklyn-2,11220
28,60 E 3rd St,,,New York,US,mexican,FALSE,40.725029,"New York City, NY",-73.9891663,El Diablito Taqueria,$,4,207,NY,el-diablito-taqueria-new-york,10003
29,9300 5th Ave,,,Brooklyn,US,mexican,FALSE,40.61717726,"New York City, NY",-74.02998604,Taqueria El Puente,$,4,87,NY,taqueria-el-puente-brooklyn,11209
30,1116 Manhattan Ave,Ste 2-L,,Brooklyn,US,mexican,FALSE,40.736717,"New York City, NY",-73.955004,Acapulco,$,4,232,NY,acapulco-brooklyn-2,11222
31,578 9th Ave,,,New York,US,mexican,FALSE,40.7581646,"New York City, NY",-73.9928447,Taqueria Tehuitzingo,$,4,277,NY,taqueria-tehuitzingo-new-york,10036
32,657 Myrtle Ave,,,Brooklyn,US,mexican,FALSE,40.69464,"New York City, NY",-73.95747,Chinantla,$,4,95,NY,chinantla-brooklyn,11205
33,124 E 4th St,,,New York,US,mexican,FALSE,40.7252676,"New York City, NY",-73.9877743,Tac N Roll,$,4.5,140,NY,tac-n-roll-new-york-3,10003
34,187 Suydam St,,,Brooklyn,US,mexican,FALSE,40.7000869,"New York City, NY",-73.9257427,Taqueria Sofia,$,4,88,NY,taqueria-sofia-brooklyn,11221
35,6720 14th Ave,,,Brooklyn,US,mexican,FALSE,40.62301086,"New York City, NY",-74.00115798,Taquitos Mexico,$,4,141,NY,taquitos-mexico-brooklyn,11219
36,2508 Broadway,,,Astoria,US,mexican,FALSE,40.76317682,"New York City, NY",-73.92822602,Los Portales,$,4,183,NY,los-portales-astoria-2,11105
37,79 Delancey St,,,New York,US,mexican,FALSE,40.71887,"New York City, NY",-73.99003,goa taco,$,4.5,403,NY,goa-taco-new-york,10002
38,2103 Starling Ave,,,Bronx,US,mexican,FALSE,40.83622,"New York City, NY",-73.85488,Taqueria Tlaxcalli,$,4.5,427,NY,taqueria-tlaxcalli-bronx,10462
39,405 W 44th St,,,New York,US,mexican,FALSE,40.76013565,"New York City, NY",-73.9920578,Oaxaca Taqueria,$,4,64,NY,oaxaca-taqueria-new-york-5,10036
40,7103 Grand Ave,,,Maspeth,US,mexican,FALSE,40.7279658,"New York City, NY",-73.8921686,Homemade Taqueria,$,4.5,207,NY,homemade-taqueria-maspeth,11378
41,1513 Myrtle Ave,,,Brooklyn,US,mexican,FALSE,40.6992569,"New York City, NY",-73.9152222,La Mesita Restaurant,$,4.5,54,NY,la-mesita-restaurant-brooklyn,11237
42,123 Essex St,,,New York,US,mexican,FALSE,40.7197418,"New York City, NY",-73.9877989,Essex Taqueria,$,4,182,NY,essex-taqueria-new-york,10002
43,37RD St 5th Ave,,,Brooklyn,US,mexican,FALSE,40.65599,"New York City, NY",-73.99899,Tacos El Bronco,$,4.5,73,NY,tacos-el-bronco-brooklyn-7,11232
44,32-44 31st St,,,Astoria,US,mexican,FALSE,40.76120336,"New York City, NY",-73.92614365,Mi Espiguita Taqueria,$,4,81,NY,mi-espiguita-taqueria-astoria,11106
45,134 E 27th St,,,New York,US,mexican,FALSE,40.74173203,"New York City, NY",-73.98233549,Tacos Grand Central,$,4.5,36,NY,tacos-grand-central-new-york-6,10016
46,45-09 34th Ave,,,Long Island City,US,mexican,FALSE,40.75469391,"New York City, NY",-73.9165629,Homemade Taqueria,$,4,229,NY,homemade-taqueria-long-island-city,11101
47,1621 Church Ave,,,Brooklyn,US,mexican,FALSE,40.64911,"New York City, NY",-73.96427,Mallenche Mexican Grill,$,4,66,NY,mallenche-mexican-grill-brooklyn-2,11226
48,1571 Lexington Ave,,,New York,US,mexican,FALSE,40.7887687,"New York City, NY",-73.94862599,Burritos y Mas NY Tex-Mex,$,4.5,78,NY,burritos-y-mas-ny-tex-mex-new-york,10029
49,161 7th Ave,,,Brooklyn,US,mexican,FALSE,40.67212,"New York City, NY",-73.97704,Papi's Grill,$,4,59,NY,papis-grill-brooklyn,11215
50,102 Norfolk St,,,New York,US,mexican,FALSE,40.71873,"New York City, NY",-73.98691,La Contenta,$$,4.5,483,NY,la-contenta-new-york,10002
51,887 Hart St,,,Brooklyn,US,mexican,FALSE,40.703111,"New York City, NY",-73.921892,Amaranto Mexican Restaurant,$$,4.5,220,NY,amaranto-mexican-restaurant-brooklyn,11237
52,216 Flatbush Ave,,,Brooklyn,US,mexican,FALSE,40.68104312,"New York City, NY",-73.97524033,Don Chingon,$$,4.5,211,NY,don-chingon-brooklyn,11217
53,253 Broome St,,,New York,US,mexican,FALSE,40.718022,"New York City, NY",-73.990026,Barrio Chino,$$,4,984,NY,barrio-chino-new-york,10002
54,29 7th Ave S,,,New York,US,mexican,FALSE,40.73078655,"New York City, NY",-74.00413595,La Loteria,$$,4,216,NY,la-loteria-new-york,10014
55,205 Thompson St,,,New York,US,mexican,FALSE,40.7286749,"New York City, NY",-73.9996277,Toloache Thompson,$$,4,340,NY,toloache-thompson-new-york-3,10012
56,194 Ave A,,,New York,US,mexican,FALSE,40.7291,"New York City, NY",-73.98105,El Camion,$$,4,540,NY,el-camion-new-york,10009
57,113 7th Ave S,,,New York,US,mexican,FALSE,40.73391,"New York City, NY",-74.00242,Ofrenda,$$,4,796,NY,ofrenda-new-york,10014
58,29 E Second St,,,New York,US,mexican,FALSE,40.72492981,"New York City, NY",-73.99079132,Rosie's,$$,4,390,NY,rosies-new-york-2,10003
59,33-09 36th Ave,,,Astoria,US,mexican,FALSE,40.75571715,"New York City, NY",-73.92781129,Chela & Garnacha,$$,4.5,245,NY,chela-and-garnacha-astoria,11106
60,1491 2nd Ave,,,New York,US,mexican,FALSE,40.77259,"New York City, NY",-73.95588,Calexico,$$,4,295,NY,calexico-new-york-5,10075
61,372 Graham Ave,,,Brooklyn,US,mexican,FALSE,40.71552658,"New York City, NY",-73.9442749,Mesa Coyoacan,$$,4,645,NY,mesa-coyoacan-brooklyn,11211
62,40 Avenue B,,,New York,US,mexican,FALSE,40.722852,"New York City, NY",-73.98286,Fonda,$$,4,581,NY,fonda-new-york-2,10009
63,162 E Broadway,,,New York,US,mexican,FALSE,40.71415303,"New York City, NY",-73.9904248,Jajaja,$$,4.5,122,NY,jajaja-new-york,10002
64,693 9th Ave,,,New York,US,mexican,FALSE,40.76212892,"New York City, NY",-73.99031373,Casa Agave,$$,4,348,NY,casa-agave-new-york-2,10036
65,45-06 30th Ave,,,Astoria,US,mexican,FALSE,40.76167,"New York City, NY",-73.9109,Mezquite Restaurant,$$,4.5,196,NY,mezquite-restaurant-astoria,11103
66,5-48 49th Ave,,,Long Island City,US,mexican,FALSE,40.74340434,"New York City, NY",-73.95435037,Casa Enrique,$$,4,777,NY,casa-enrique-long-island-city,11101
67,17 Prince St,,,New York,US,mexican,FALSE,40.722998,"New York City, NY",-73.994171,Cafe Habana,$$,4,2914,NY,cafe-habana-new-york-4,10012
68,802 9th Ave,,,New York,US,mexican,FALSE,40.765422,"New York City, NY",-73.98719,Tacuba Hell's Kitchen,$$,4,312,NY,tacuba-hells-kitchen-new-york,10019
69,32-02 Broadway,,,Astoria,US,mexican,FALSE,40.76142147,"New York City, NY",-73.92466495,Las Catrinas Mexican Bar & Eatery,$$,4,92,NY,las-catrinas-mexican-bar-and-eatery-astoria,11106
70,736 Franklin Ave,,,Brooklyn,US,mexican,FALSE,40.673484,"New York City, NY",-73.957267,Chavela's,$$,4,804,NY,chavelas-brooklyn-2,11238
71,138 5th Ave,,,Brooklyn,US,mexican,FALSE,40.6786853,"New York City, NY",-73.9791861,Miti Miti,$$,4,356,NY,miti-miti-brooklyn-2,11217
72,259 Vesey St,,,New York,US,mexican,FALSE,40.71473564,"New York City, NY",-74.01576094,El Vez Burrito,$$,4,74,NY,el-vez-burrito-new-york-2,10282
73,627 2nd Ave,,,New York,US,mexican,FALSE,40.74513626,"New York City, NY",-73.97597504,Baby Bo's Cantina,$$,4,501,NY,baby-bos-cantina-new-york,10016
74,757 Fulton St,,,Brooklyn,US,mexican,FALSE,40.6863699,"New York City, NY",-73.97422,Habana Outpost,$$,4,877,NY,habana-outpost-brooklyn,11217
75,66-36 Fresh Pond Rd,,,Ridgewood,US,mexican,FALSE,40.70785,"New York City, NY",-73.89798,Taqueria Kermes,$$,4.5,312,NY,taqueria-kermes-ridgewood,11385
76,221 Smith St,,,Brooklyn,US,mexican,FALSE,40.684257,"New York City, NY",-73.991874,Leyenda,$$,4,126,NY,leyenda-brooklyn,11201
77,3555 31st St,,,Astoria,US,mexican,FALSE,40.756621,"New York City, NY",-73.929336,Holy Guacamole,$$,4,73,NY,holy-guacamole-astoria,11106
78,241 Smith St,,,Brooklyn,US,mexican,FALSE,40.683532,"New York City, NY",-73.992288,Jolie Cantina,$$,4,315,NY,jolie-cantina-brooklyn,11231
79,420 W 49th St,,,New York,US,mexican,FALSE,40.76309,"New York City, NY",-73.99053,Ponche Taqueria & Cantina,$$,4,423,NY,ponche-taqueria-and-cantina-new-york,10019
80,182 8th Ave,St 19,,New York,US,mexican,FALSE,40.742839,"New York City, NY",-74.000275,Rocking Horse Cafe,$$,4,524,NY,rocking-horse-cafe-new-york,10011
81,548 Court St,,,Brooklyn,US,mexican,FALSE,40.67505475,"New York City, NY",-73.99956809,La Slowteria,$$,4,177,NY,la-slowteria-brooklyn,11231
82,434 7th Ave,,,Brooklyn,US,mexican,FALSE,40.66363144,"New York City, NY",-73.9846344,Fonda,$$,4,645,NY,fonda-brooklyn,11215
83,246 E 14th St,,,New York,US,mexican,FALSE,40.73239,"New York City, NY",-73.98545,Hotel Tortuga,$$,4,411,NY,hotel-tortuga-new-york,10003
84,631 5th Ave,,,Brooklyn,US,mexican,FALSE,40.66317,"New York City, NY",-73.9913399,El Nopal Restaurant & Juice Bar,$$,4.5,62,NY,el-nopal-restaurant-and-juice-bar-brooklyn,11215
85,283 Nostrand Ave,,,Brooklyn,US,mexican,FALSE,40.688983,"New York City, NY",-73.951026,Lucha Lucha,$$,4.5,196,NY,lucha-lucha-brooklyn-2,11216
86,366 Union Ave,,,Brooklyn,US,mexican,FALSE,40.71138375,"New York City, NY",-73.9510456,Santos Anne,$$,4,256,NY,santos-anne-brooklyn-2,11211
87,104-05 47th Ave,,,Corona,US,mexican,FALSE,40.74593,"New York City, NY",-73.85927,Tortilleria Nixtamal,$$,4,777,NY,tortilleria-nixtamal-corona-4,11368
88,708 Washington Ave,,,Brooklyn,US,mexican,FALSE,40.67688,"New York City, NY",-73.96375,El Atoradero Brooklyn,$$,3.5,111,NY,el-atoradero-brooklyn-brooklyn,11238
89,79 St Marks Pl,,,New York,US,mexican,FALSE,40.72785878,"New York City, NY",-73.98561381,Taqueria St. Marks Place,$$,4,285,NY,taqueria-st-marks-place-new-york,10003
90,114 Kenmare St,,,New York,US,mexican,FALSE,40.72150208,"New York City, NY",-73.99764061,La Esquina,$$,3.5,1712,NY,la-esquina-new-york-4,10012
91,51 Lincoln Rd,,,Brooklyn,US,mexican,FALSE,40.66092806,"New York City, NY",-73.96142672,Taqueria El Patron Mexican Grill,$$,4,108,NY,taqueria-el-patron-mexican-grill-brooklyn,11225
92,1726 2nd Ave,,,New York,US,mexican,FALSE,40.7801018,"New York City, NY",-73.9497833,Noche De Margaritas,$$,4,225,NY,noche-de-margaritas-new-york,10128
93,47-02 Greenpoint Ave,,,Sunnyside,US,mexican,FALSE,40.74232,"New York City, NY",-73.91777,Chihuahua,$$,4,88,NY,chihuahua-sunnyside,11104
94,525 Hudson St,,,New York,US,mexican,FALSE,40.73405,"New York City, NY",-74.00642,Flip Sigi,$$,4.5,414,NY,flip-sigi-new-york-2,10014
95,754 9th Ave,,,New York,US,mexican,FALSE,40.76388234,"New York City, NY",-73.9884334,Hell's Kitchen,$$,4,244,NY,hells-kitchen-new-york-6,10019
96,140 Montague St,,,Brooklyn,US,mexican,FALSE,40.6944006,"New York City, NY",-73.9937447,Gallito's Kitchen,$$,4,222,NY,gallitos-kitchen-brooklyn,11201
97,45-14 48th Ave,,,Sunnyside,US,mexican,FALSE,40.7391913,"New York City, NY",-73.9198491,Cemitas El Tigre,$$,4.5,152,NY,cemitas-el-tigre-sunnyside-2,11377
98,3207 34th Ave,,,Astoria,US,mexican,FALSE,40.759331,"New York City, NY",-73.926035,Maizal Restaurant & Tequila Bar,$$,4,228,NY,maizal-restaurant-and-tequila-bar-astoria-2,11106
99,1217 Church Ave,,,Brooklyn,US,mexican,FALSE,40.64778,"New York City, NY",-73.96793,Don Patron Bar & Grill,$$,4.5,28,NY,don-patron-bar-and-grill-brooklyn-2,11218
100,251 W 50th St,,,New York,US,mexican,FALSE,40.762195,"New York City, NY",-73.985606,Toloache 50,$$$,4,1473,NY,toloache-50-new-york,10019
101,241 S 4th St,,,Brooklyn,US,mexican,FALSE,40.710505,"New York City, NY",-73.958466,Xixa,$$$,4.5,445,NY,xixa-brooklyn,11211
102,209 E 49th St,,,New York,US,mexican,FALSE,40.7551765,"New York City, NY",-73.9708252,Pampano,$$$,4,498,NY,pampano-new-york,10017
103,166 E 82nd St,,,New York,US,mexican,FALSE,40.77636,"New York City, NY",-73.95677,Toloache,$$$,4,298,NY,toloache-new-york-7,10028
104,9 E 18th St,,,New York,US,mexican,FALSE,40.7382,"New York City, NY",-73.99083,Rosa Mexicano,$$$,3.5,1231,NY,rosa-mexicano-new-york-3,10003
105,61 Columbus Ave,,,New York,US,mexican,FALSE,40.77118,"New York City, NY",-73.98311,Rosa Mexicano,$$$,3.5,938,NY,rosa-mexicano-new-york-6,10023
106,57 Jane St,,,New York,US,mexican,FALSE,40.73822,"New York City, NY",-74.00524,Mole,$$$,3.5,385,NY,mole-new-york-3,10014
107,230 W 4th St,,,New York,US,mexican,FALSE,40.7341219,"New York City, NY",-74.0030294,Empell¢n Taqueria,$$$,3.5,577,NY,empell¢n-taqueria-new-york,10014
108,1063 1st Ave,,,New York,US,mexican,FALSE,40.758998,"New York City, NY",-73.962768,Rosa Mexicano,$$$,3.5,431,NY,rosa-mexicano-new-york-5,10022
109,510 Madison Ave,,,New York,US,mexican,FALSE,40.75971,"New York City, NY",-73.97473,Empell¢n,$$$,4,72,NY,empell¢n-new-york-3,10022
110,35 E 21st St,,,New York,US,mexican,FALSE,40.739691,"New York City, NY",-73.988428,Cosme,$$$,3.5,558,NY,cosme-new-york,10010
111,1191 1st Ave,between 64th St & 65th St,,New York,US,mexican,FALSE,40.76320555,"New York City, NY",-73.95962251,Maya,$$$,3.5,683,NY,maya-new-york,10065
112,151 Essex St,,,New York,US,mexican,FALSE,40.7207634,"New York City, NY",-73.9873657,Tijuana Picnic,$$$,3.5,206,NY,tijuana-picnic-new-york-2,10002
113,355 W 16th St,,Dream Downtown,New York,US,mexican,FALSE,40.74214144,"New York City, NY",-74.00357819,Bodega Negra,$$$,3.5,380,NY,bodega-negra-new-york,10011
114,594 Union Ave,,,Brooklyn,US,mexican,FALSE,40.718194,"New York City, NY",-73.9520543,Casa Publica,$$$,4,30,NY,casa-publica-brooklyn-2,11211
115,1225 Flushing Ave,,,Brooklyn,US,mexican,FALSE,40.707988,"New York City, NY",-73.923703,Nealtican Deli Grocery Corp,$$$,2.5,6,NY,nealtican-deli-grocery-corp-brooklyn-2,11237
116,714 9th Ave,,,New York,US,mexican,FALSE,40.762562,"New York City, NY",-73.989206,Ta Cocina,$$$,3.5,6,NY,ta-cocina-new-york-3,10019
117,284 3rd Ave,,,Brooklyn,US,mexican,FALSE,40.6773588,"New York City, NY",-73.98619845,Claro,$$$,4,8,NY,claro-brooklyn,11215
118,40-20 Junction Blvd,,,Corona,US,mexican,FALSE,40.74852753,"New York City, NY",-73.86921692,Los 3 Potrillos Restaurant,$$$,2.5,11,NY,los-3-potrillos-restaurant-corona,11368
119,Columbus Cir,,,New York,US,mexican,FALSE,40.7680739,"New York City, NY",-73.98339272,Ladino Restaurant,$$$$,2,1,NY,ladino-restaurant-new-york,
120,2647 Frederick Douglass Blvd,,,New York,US,mexican,FALSE,40.82065,"New York City, NY",-73.94392,Mi Mexico Bar & Grill,$$$$,2.5,5,NY,mi-mexico-bar-and-grill-new-york,10030
121,260 New York 59,,,Suffern,US,mexican,FALSE,41.11150915,"New York City, NY",-74.10477357,Taco Bell,$$$$,2.5,3,NY,taco-bell-suffern,10901
122,2779 Mission St,,,San Francisco,US,mexican,FALSE,37.752654,"San Francisco, CA",-122.4181915,El Farolito,$,4,4169,CA,el-farolito-san-francisco-2,94110
123,2889 Mission St,,,San Francisco,US,mexican,FALSE,37.750883,"San Francisco, CA",-122.418123,La Taqueria,$,4,3139,CA,la-taqueria-san-francisco-2,94110
124,809 Bush St,,,San Francisco,US,mexican,FALSE,37.789806,"San Francisco, CA",-122.410709,Tacorea,$,4.5,735,CA,tacorea-san-francisco,94108
125,4798 Mission St,,,San Francisco,US,mexican,FALSE,37.72129074,"San Francisco, CA",-122.437459,Taqueria Guadalajara,$,4,768,CA,taqueria-guadalajara-san-francisco,94112
126,491 O'farrell St,,,San Francisco,US,mexican,FALSE,37.78578848,"San Francisco, CA",-122.4127096,El Rinc¢n Yucateco,$,4.5,83,CA,el-rinc¢n-yucateco-san-francisco-3,94102
127,2288 Mission St,,,San Francisco,US,mexican,FALSE,37.76047,"San Francisco, CA",-122.41951,Taqueria Canc£n,$,4,1901,CA,taqueria-canc£n-san-francisco-5,94110
128,200 6th Ave,,,San Francisco,US,mexican,FALSE,37.7847869,"San Francisco, CA",-122.4643857,Little Taqueria,$,4,65,CA,little-taqueria-san-francisco,94118
129,620 Broadway,,,San Francisco,US,mexican,FALSE,37.79790102,"San Francisco, CA",-122.4074466,Panucho's,$,4.5,101,CA,panuchos-san-francisco,94133
130,855 Divisadero St,,,San Francisco,US,mexican,FALSE,37.77752,"San Francisco, CA",-122.43859,El Rancho Grande,$,4,261,CA,el-rancho-grande-san-francisco,94117
131,2406 Bryant St,,,San Francisco,US,mexican,FALSE,37.75567453,"San Francisco, CA",-122.4096238,El Metate Restaurant,$,4,1006,CA,el-metate-restaurant-san-francisco,94110
132,3071 16th St,,,San Francisco,US,mexican,FALSE,37.764857,"San Francisco, CA",-122.4210934,Pancho Villa Taqueria,$,4,2099,CA,pancho-villa-taqueria-san-francisco,94103
133,1607 Haight St,,,San Francisco,US,mexican,FALSE,37.76961052,"San Francisco, CA",-122.4489016,Street Taco,$,4,443,CA,street-taco-san-francisco,94117
134,136 Church St,,,San Francisco,US,mexican,FALSE,37.76887438,"San Francisco, CA",-122.4292374,El Castillito,$,4,759,CA,el-castillito-san-francisco-2,94114
135,4581 Mission St,,,San Francisco,US,mexican,FALSE,37.72493318,"San Francisco, CA",-122.434573,Mexico Tipico,$,4.5,174,CA,mexico-tipico-san-francisco-2,94112
136,53 Stevenson St,,,San Francisco,US,mexican,FALSE,37.7896,"San Francisco, CA",-122.39952,Panzon,$,4,47,CA,panzon-san-francisco-5,94105
137,2884 24th St,,,San Francisco,US,mexican,FALSE,37.75297928,"San Francisco, CA",-122.4099426,La Palma Mexicatessen,$,4.5,542,CA,la-palma-mexicatessen-san-francisco,94110
138,4817 Mission St,,,San Francisco,US,mexican,FALSE,37.72111511,"San Francisco, CA",-122.4371643,El Farolito,$,4,573,CA,el-farolito-san-francisco,94112
139,697 Valencia St,,,San Francisco,US,mexican,FALSE,37.76182091,"San Francisco, CA",-122.4214052,Taqueria el Buen Sabor,$,4,494,CA,taqueria-el-buen-sabor-san-francisco,94110
140,55 Cambon Dr,,,San Francisco,US,mexican,FALSE,37.71821437,"San Francisco, CA",-122.474491,Taqueria Dos Charros,$,4,136,CA,taqueria-dos-charros-san-francisco-2,94132
141,3033 24th St,,,San Francisco,US,mexican,FALSE,37.75239944,"San Francisco, CA",-122.4125671,Taqueria Vallarta,$,4,667,CA,taqueria-vallarta-san-francisco,94110
142,10 Mason St,,,San Francisco,US,mexican,FALSE,37.78381315,"San Francisco, CA",-122.4091096,Taqueria Castillo Mason,$,4,187,CA,taqueria-castillo-mason-san-francisco,94102
143,1812 Divisadero St,,,San Francisco,US,mexican,FALSE,37.78646,"San Francisco, CA",-122.43982,El Burrito Express - San Francisco,$,4,603,CA,el-burrito-express-san-francisco-san-francisco,94115
144,2252 Clement St,,,San Francisco,US,mexican,FALSE,37.78232,"San Francisco, CA",-122.48364,Gordo Taqueria,$,4,650,CA,gordo-taqueria-san-francisco-2,94121
145,641 Irving St,,,San Francisco,US,mexican,FALSE,37.7640885,"San Francisco, CA",-122.4649267,Mexican Grill,$,4,44,CA,mexican-grill-san-francisco,94122
146,3318 Steiner St,,,San Francisco,US,mexican,FALSE,37.80003,"San Francisco, CA",-122.43755,Toma,$,4,247,CA,toma-san-francisco,94123
147,1017 Larkin St,,,San Francisco,US,mexican,FALSE,37.7872267,"San Francisco, CA",-122.4184763,Olivo's,$,4,296,CA,olivos-san-francisco,94109
148,2128 Mission St,,,San Francisco,US,mexican,FALSE,37.76288,"San Francisco, CA",-122.41974,La Oaxaque¤a,$,4,473,CA,la-oaxaque¤a-san-francisco-2,94110
149,3248 18th St,,,San Francisco,US,mexican,FALSE,37.7620536,"San Francisco, CA",-122.4161007,Gallardos Mexican Restaurant,$,4,336,CA,gallardos-mexican-restaurant-san-francisco,94110
150,2916 24th St,,,San Francisco,US,mexican,FALSE,37.75294,"San Francisco, CA",-122.4104,La Espiga De Oro,$,4.5,134,CA,la-espiga-de-oro-san-francisco,94110
151,2731 Mission St,,,San Francisco,US,mexican,FALSE,37.753412,"San Francisco, CA",-122.418426,La Corneta Taqueria,$,4,525,CA,la-corneta-taqueria-san-francisco,94110
152,2834 Diamond St,,,San Francisco,US,mexican,FALSE,37.73423,"San Francisco, CA",-122.43395,La Corneta Taqueria,$,4,979,CA,la-corneta-taqueria-san-francisco-2,94131
153,3781 Mission St,,,San Francisco,US,mexican,FALSE,37.736247,"San Francisco, CA",-122.424265,La Santaneca,$,4,333,CA,la-santaneca-san-francisco,94110
154,3206 Mission St,,,San Francisco,US,mexican,FALSE,37.7455685,"San Francisco, CA",-122.4200766,Los Panchos,$,4,249,CA,los-panchos-san-francisco,94110
155,3036 16th St,,,San Francisco,US,mexican,FALSE,37.76512992,"San Francisco, CA",-122.4204156,Taqueria Los Coyotes,$,3.5,732,CA,taqueria-los-coyotes-san-francisco,94103
156,2950 24th St,,,San Francisco,US,mexican,FALSE,37.75285,"San Francisco, CA",-122.41113,El Farolito,$,4,718,CA,el-farolito-san-francisco-4,94110
157,1500 Broadway,,,San Francisco,US,mexican,FALSE,37.79607,"San Francisco, CA",-122.42196,Nick's Crispy Tacos,$,4,3007,CA,nicks-crispy-tacos-san-francisco-2,94109
158,1654 Haight St,,,San Francisco,US,mexican,FALSE,37.76996,"San Francisco, CA",-122.44952,El Rancho Grande,$,4,67,CA,el-rancho-grande-san-francisco-3,94117
